,id,task_num,task_text,dept,task_responsibles_people,task_deadline,position,name,global_deadline,Tasks
1156,257,Task2,Обеспечить архивирование отчетов о командировках сотрудников. Сроком окончания работ определить 17 фев 2012 г..,Бухгалтерия,За контроль и выполнение назначить ответственным специалиста второй категории бухгалтерии Смирнову О.А.,2012-02-16,второй категория бухгалтерия,смирнов о.а.,2017-02-17,
1157,257,Task3,"Внести изменения в форму уведомления о получении заработной платы сотрудниками, с учетом полученных замечаний. Приступить к исполнению поручения до 23 ноя 2015 г..",Бухгалтерия,За контроль над исполнением распоряжения назначить ответственным главного бухгалтера Семенову М.С.,2015-11-22,главное бухгалтер,семёнов м.с.,2017-02-17,
1158,257,Task4,Устранить полученные замечания налоговой службы. Срок выполнения поручения: 03 авг 13.,Бухгалтерия,Ответственным за исполнение настоящего приказа назначить специалиста третей категории бухгалтерии Александрова А.С.,2013-08-02,специалист треть категория бухгалтерия,александров а.с.,2017-02-17,
1159,257,Task6,Подготовить балансовый отчет за период. Определить срок исполнения задачи вплоть до 28.04.2020.,Бухгалтерия,Обеспечение выполнения возложить на специалиста первой категории бухгалтерии Миронову Т.П.,2020-04-27,специалист первый категория бухгалтерия,миронов т.п.,2017-02-17,
1160,257,Task7,Произвести расчет и выплату премии. Дата окончания: 12 июня 2016 г..,Бухгалтерия,Обеспечение выполнения возложить на специалиста первой категории бухгалтерии Миронову Т.П.,2016-06-11,специалист первый категория бухгалтерия,миронов т.п.,2017-02-17,
1161,257,Task8,Устранить полученные замечания налоговой службы. Завершить выполнение к 27 января 2012 года.,Бухгалтерия,Контроль над выполнением настоящего приказа возложить на главного бухгалтера Семенову М.С.,2012-01-26,главное бухгалтер,семёнов м.с.,2017-02-17,
1162,257,Task9,Проанализировать состояние дебиторской задолженности заказчиков и подготовить отчет. Привести вышеизложенное поручение в исполнение к 01.07.20.,Бухгалтерия,Обеспечение выполнения возложить на специалиста второй категории бухгалтерии Смирнову О.А.,2020-06-30,специалист второй категория бухгалтерия,смирнов о.а.,2017-02-17,
1163,258,Task1,Выполнить работы по расширению канала передачи данных. Выполнить данное поручение до 21.05.2019.,Служба ИТ,За контроль и выполнение назначить ответственным специалиста третьей категории Службы ИТ Кима Юрия Ивановича,2019-05-20,специалист третий категория служба ит,ким ю.и.,2015-09-03,
1164,258,Task2,Оказать содействие в поддержке инфраструктуры разработки. Определить срок исполнения задачи вплоть до 07 марта 16.,Служба ИТ,Контроль над исполнением распоряжения оставить за специалистом третьей категории Службы ИТ Кимом Юрием Ивановичем,2016-03-06,специалист третий категория,ким ю.и.,2015-09-03,
1165,258,Task3,Произвести замену вышедшего из строя ноутбука. Сроком окончания работ определить 05.02.14.,Служба ИТ,Контроль над исполнением распоряжения оставить за мастером по ремонту компьютеров Абалакиным Михаилом,2014-02-04,мастер по ремонт компьютер,абалакин м.,2015-09-03,
1166,258,Task4,Оказать содействие в поддержке инфраструктуры разработки. Срок выполнения поручения: 18 фев 20.,Служба ИТ,Ответственность за исполнение распоряжения возложить на специалиста второй категории Службы ИТ Никитину Ирину Петровну,2020-02-17,специалист второй категория служба ит,никитина и.п.,2015-09-03,
1167,258,Task5,Выполнить перенос оборудования в дополнительное помещение серверной комнаты. Приступить к исполнению поручения до 20.11.2018.,Служба ИТ,За контроль и выполнение назначить ответственным специалиста третьей категории Службы ИТ Кима Юрия Ивановича,2018-11-19,специалист третий категория служба ит,ким ю.и.,2015-09-03,
1168,259,Task1,Расширить функциональность API с учетом обновленного технического задания. Завершить выполнение к 11.01.18.,Отдел разработки систем,Ответственность за исполнение распоряжения возложить на специалиста первой категории отдела разработки систем Никишина С.Е.,2018-01-10,специалист первый категория отдел разработка система,никишин с.е.,2022-02-22,
1169,259,Task2,Провести рефакторинг программного обеспечения для повышения производительности. Определить срок исполнения задачи вплоть до 25 фев 14.,Отдел разработки систем,Ответственным за исполнение настоящего приказа назначить специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2014-02-24,специалист третий категория,андреев с.е.,2022-02-22,
1170,259,Task3,Выполнить настройку канала для подключения к сети Интернет. Сроком окончания работ определить 25.02.2016.,Отдел разработки систем,Обеспечение выполнения возложить на специалиста второй категории отдела разработки пользовательских интерфейсов Попова А.А.,2016-02-24,специалист второй категория,попов а.а.,2022-02-22,
1171,260,Task1,Выделить средства для внепланового ремонта офисного помещения. Срок завершения: 27 августа 2013 года.,Бухгалтерия,Ответственным за исполнение настоящего приказа назначить главного бухгалтера Семенову М.С.,2013-08-26,главное бухгалтер,семёнов м.с.,2020-05-07,
1172,260,Task2,Произвести расчет и выплату премии. Срок выполнения поручения: 12 октября 21.,Бухгалтерия,За контроль над исполнением распоряжения назначить ответственным специалиста первой категории бухгалтерии Миронову Т.П.,2021-10-11,первый категория бухгалтерия,миронов т.п.,2020-05-07,
1173,260,Task3,Провести аудит персональных данных в информационных системах. Сроком окончания работ определить 08 мар 2015 г..,Бухгалтерия,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста второй категории бухгалтерии Смирнову О.А.,2015-03-07,второй категория бухгалтерия,смирнов о.а.,2020-05-07,
1174,260,Task5,"Внести изменения в форму уведомления о получении заработной платы сотрудниками, с учетом полученных замечаний. Сроком окончания работ определить 27 авг 2018 г..",Бухгалтерия,За контроль над исполнением распоряжения назначить ответственным специалиста второй категории бухгалтерии Смирнову О.А.,2018-08-26,второй категория бухгалтерия,смирнов о.а.,2020-05-07,
1175,261,Task1,Выполнить ремонт системы СКУД. Приступить к исполнению поручения до 14 ноября 2012 года.,Административно-хозяйственный отдел,За контроль над исполнением распоряжения назначить ответственным специалиста первой категории административно-хозяйственного отдела Кравцову И.Е.,2012-11-13,первый категория административно-хозяйственный отдел,кравцов и.е.,2020-12-10,
1176,261,Task2,Провести ремонт входной двери. Установить срок выполнения задачи до 17.06.12.,Административно-хозяйственный отдел,Контроль над выполнением приказа возложить на руководителя Административно-хозяйственного отдела С.С.Галкина,2012-06-16,руководитель административно-хозяйственный отдел,галкин c.c.,2020-12-10,
1177,261,Task3,Выполнить ремонт системы СКУД. Установить срок выполнения задачи до 08 июня 22.,Административно-хозяйственный отдел,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста первой категории административно-хозяйственного отдела Кравцову И.Е.,2022-06-07,специалист первый категория административно-хозяйственный отдел,кравцов и.е.,2020-12-10,
1178,262,Task1,"Внести изменения в форму уведомления о получении заработной платы сотрудниками, с учетом полученных замечаний. Дата окончания: 01 апр 2019 г..",Бухгалтерия,Обеспечение выполнения возложить на специалиста второй категории бухгалтерии Смирнову О.А.,2019-03-31,специалист второй категория бухгалтерия,смирнов о.а.,2020-11-06,
1179,262,Task2,Провести конкурс на выбор компании аудитора. Срок завершения: 11 марта 2021 года.,Бухгалтерия,Контроль над выполнением приказа возложить на специалиста третей категории бухгалтерии Александрова А.С.,2021-03-10,специалист треть категория бухгалтерия,александров а.с.,2020-11-06,
1180,262,Task3,Обеспечить архивирование отчетов о командировках сотрудников. Приступить к исполнению поручения до 15.12.2017.,Бухгалтерия,За контроль и выполнение назначить ответственным специалиста первой категории бухгалтерии Миронову Т.П.,2017-12-14,первый категория бухгалтерия,миронов т.п.,2020-11-06,
1181,263,Task1,Выполнить работы по расширению канала передачи данных. Дата окончания: 06 июня 2012 года.,Служба ИТ,Контроль над выполнением настоящего приказа возложить на специалиста первой категории Службы ИТ Александрова Александра Ивановича,2012-06-05,специалист первый категория служба ит,александров а.и.,2019-12-09,
1182,264,Task1,"Выполнить обновление лицензий программного обеспечение, использующегося для решения производственных задач. Завершить выполнение к 10 авг 2020 г..",Служба ИТ,За контроль и выполнение назначить ответственным администратора баз данных Абакулова Петра,2020-08-09,администратор база данные,абакулов п.,2013-07-07,
1183,264,Task2,Проверить установку антивирусного программного обеспечения на компьютерах сотрудников. Дата окончания: 25 декабря 2018 года.,Служба ИТ,Контроль над выполнением настоящего приказа возложить на специалиста первой категории Службы ИТ Александрова Александра Ивановича,2018-12-24,специалист первый категория служба ит,александров а.и.,2013-07-07,
1184,265,Task2,Выполнить ремонт кабеля сети передачи данных между этажами здания. Привести вышеизложенное поручение в исполнение к 08.08.21.,Служба ИТ,Контроль над выполнением настоящего приказа возложить на администратора вычислительной сети Абалдуева Олега,2021-08-07,администратор вычислительный сеть,абалдуев о.,2020-04-09,
1185,265,Task3,"Произвести настройку кондиционера, используемого в серверном помещении. Определить срок исполнения задачи вплоть до 02 апреля 19.",Служба ИТ,За контроль и выполнение назначить ответственным специалиста третьей категории Службы ИТ Кима Юрия Ивановича,2019-04-01,специалист третий категория служба ит,ким ю.и.,2020-04-09,
1186,265,Task4,"Обеспечить безопасный удаленный доступ для сотрудников, работающих в удаленном режиме. Сроком окончания работ определить 09.01.21.",Служба ИТ,Ответственность за исполнение распоряжения возложить на системного администратора Абалакова Севастьяна,2021-01-08,системный администратор,абалаков с.,2020-04-09,
1187,265,Task5,Выполнить перезагрузку серверного оборудования. Срок выполнения поручения: 19 января 15.,Служба ИТ,Контроль над исполнением распоряжения оставить за администратором баз данных Абакуловым Петром,2015-01-18,администратор база данные,абакулов п.,2020-04-09,
1188,265,Task6,Подключить и настроить видеокамеру для работы системы видеонаблюдения на территории. Срок выполнения поручения: 27 декабря 19.,Служба ИТ,Контроль над выполнением настоящего приказа возложить на специалиста третьей категории Службы ИТ Кима Юрия Ивановича,2019-12-26,специалист третий категория служба ит,ким ю.и.,2020-04-09,
1189,265,Task7,Произвести очистку жесткого диска для временного хранения файлов. Приступить к исполнению поручения до 26 июля 2016 г..,Служба ИТ,Контроль над исполнением распоряжения оставить за администратором вычислительной сети Абалдуевым Олегом,2016-07-25,администратор вычислительный сеть,абалдуев о.,2020-04-09,
1190,266,Task1,Подготовить финансовую отчетность. Сроком окончания работ определить 21 мая 14.,Бухгалтерия,Контроль над выполнением приказа возложить на главного бухгалтера Семенову М.С.,2014-05-20,главное бухгалтер,миронов и.а,2019-10-18,
1191,266,Task2,Провести аудит персональных данных в информационных системах. Сроком окончания работ определить 24 февраля 12.,Бухгалтерия,Контроль над исполнением распоряжения оставить за специалистом второй категории бухгалтерии Смирновой О.А.,2012-02-23,специалист второй категория бухгалтерия,смирнов о.а.,2019-10-18,
1192,266,Task3,Согласовать сметный расчет для участие в конкурсе на поставку программного обеспечения. Приступить к исполнению поручения до 19.04.18.,Бухгалтерия,Обеспечение выполнения возложить на специалиста третей категории бухгалтерии Александрова А.С.,2018-04-18,специалист треть категория бухгалтерия,александров а.с.,2019-10-18,
1193,266,Task4,Провести оплату выполненных работ компанией-подрядчиком в установленные проектом сроки. Завершить выполнение к 17 авг 2013 г..,Бухгалтерия,Ответственным за исполнение настоящего приказа назначить специалиста первой категории бухгалтерии Миронову Т.П.,2013-08-16,первый категория бухгалтерия,миронов т.п.,2019-10-18,
1194,267,Task1,Разработать функцию системы в соответствии с техническим заданием. Сроком окончания работ определить 22 марта 2012 года.,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на специалиста первой категории отдела разработки систем Никишина С.Е.,2012-03-21,специалист первый категория отдел разработка система,никишин с.е.,2019-02-18,
1195,267,Task2,Провести анализ накопленного технического долга и определить приоритеты исправления замечаний. Определить срок исполнения задачи вплоть до 05 мая 14.,Отдел разработки систем,За контроль и выполнение назначить ответственным специалиста первой категории отдела разработки пользовательских интерфейсов Никишина С.Е.,2014-05-04,первый категория отдел разработка пользовательский интерфейс,никишин с.е.,2019-02-18,
1196,267,Task3,Разработать функцию системы в соответствии с техническим заданием. Определить срок исполнения задачи вплоть до 26.07.18.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить технического писателя Абалкина Зураба,2018-07-25,технический писатель,абалкин з.,2019-02-18,
1197,267,Task4,Провести рабочее совещание для формирования требований технического задания. Установить срок выполнения задачи до 10 мар 2022 г..,Отдел разработки систем,Контроль над выполнением настоящего приказа возложить на специалиста второй категории отдела разработки систем Попова А.А.,2022-03-09,специалист второй категория отдел разработка система,попов а.а.,2019-02-18,
1198,267,Task5,Использовать автоматизированное тестирование перед сборкой системы. Срок выполнения поручения: 26.03.2019.,Отдел разработки систем,Ответственность за исполнение распоряжения возложить на тимлид проектной команды Абаимова Симона,2019-03-25,тимлида проектный команда,абаимов с.,2019-02-18,
1199,267,Task6,Провести рефакторинг программного обеспечения для повышения производительности. Дата окончания: 20.01.2017.,Отдел разработки систем,За контроль и выполнение назначить ответственным тимлид проектной команды Абаимова Симона,2017-01-19,тимлида проектный команда,абаимов с.,2019-02-18,
1200,267,Task7,Организовать регулярное проведение статус-митинга для координации задач разработки. Приступить к исполнению поручения до 08 февраля 2022 года.,Отдел разработки систем,За контроль и выполнение назначить ответственным специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2022-02-07,специалист третий категория,андреев с.е.,2019-02-18,
1201,267,Task8,Проанализировать требования тендерной документации на поставку программного обеспечения. Установить срок выполнения задачи до 26 февраля 17.,Отдел разработки систем,За контроль над исполнением распоряжения назначить ответственным руководителя отдела разработки систем Департамента разработки Петрова В.М.,2017-02-25,руководитель отдел разработка система,петров в.м.,2019-02-18,
1202,268,Task1,Выделить средства на проведение обучения. Дата окончания: 05 мар 2012 г..,Бухгалтерия,За контроль над исполнением распоряжения назначить ответственным специалиста третей категории бухгалтерии Александрова А.С.,2012-03-04,треть категория бухгалтерия,александров а.с.,2019-06-03,
1203,268,Task2,Подготовить балансовый отчет за период. Выполнить данное поручение до 08 марта 15.,Бухгалтерия,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста первой категории бухгалтерии Миронову Т.П.,2015-03-07,первый категория бухгалтерия,миронов т.п.,2019-06-03,
1204,268,Task3,Согласовать смету на выполнение работ компанией подрядчиком. Срок выполнения поручения: 10.05.13.,Бухгалтерия,За контроль над исполнением распоряжения назначить ответственным главного бухгалтера Семенову М.С.,2013-05-09,главное бухгалтер,семёнов м.с.,2019-06-03,
1205,268,Task4,Выделить средства на проведение обучения. Привести вышеизложенное поручение в исполнение к 24 ноя 12.,Бухгалтерия,Контроль над исполнением распоряжения оставить за специалистом третей категории бухгалтерии Александровым А.С.,2012-11-23,специалист треть категория бухгалтерия,александров а.с.,2019-06-03,
1206,269,Task1,Закупить подарки для партнеров. Завершить выполнение к 03 января 13.,Административно-хозяйственный отдел,За контроль и выполнение назначить ответственным руководителя Административно-хозяйственного отдела С.С.Галкина,2013-01-02,руководитель административно-хозяйственный отдел,галкин c.c.,2014-02-12,
1207,269,Task2,Установить дополнительные источники освещения в коридоре. Приступить к исполнению поручения до 08 ноя 2020 г..,Административно-хозяйственный отдел,За контроль и выполнение назначить ответственным специалиста первой категории административно-хозяйственного отдела Сергееву Алену Ивановну,2020-11-07,первый категория административно-хозяйственный отдел,сергеева а.и.,2014-02-12,
1208,269,Task3,Устранить засор на кухне. Приступить к исполнению поручения до 08.12.18.,Административно-хозяйственный отдел,Ответственность за исполнение распоряжения возложить на специалиста второй категории административно-хозяйственного отдела Поспелову Н.А.,2018-12-07,специалист второй категория административно-хозяйственный отдел,поспелов н.а.,2014-02-12,
1209,270,Task1,Выполнить ремонт замка дверей входной секции. Выполнить данное поручение до 28.04.2013.,Административно-хозяйственный отдел,Ответственность за исполнение распоряжения возложить на специалиста второй категории административно-хозяйственного отдела Поспелову Н.А.,2013-04-27,специалист второй категория административно-хозяйственный отдел,поспелов н.а.,2017-10-18,
1210,270,Task2,Устранить засор на кухне. Привести вышеизложенное поручение в исполнение к 04 мар 2014 г..,Административно-хозяйственный отдел,Контроль над исполнением распоряжения оставить за специалистом второй категории административно-хозяйственного отдела Поспеловой Н.А.,2014-03-03,специалист второй категория административно-хозяйственный отдел,поспелов н.а.,2017-10-18,
1211,270,Task3,Выполнить ремонт замка дверей входной секции. Установить срок выполнения задачи до 18 июля 2020 г..,Административно-хозяйственный отдел,Ответственность за исполнение распоряжения возложить на специалиста второй категории административно-хозяйственного отдела Поспелову Н.А.,2020-07-17,специалист второй категория административно-хозяйственный отдел,поспелов н.а.,2017-10-18,
1212,270,Task4,Провести ревизию мест хранения документации. Завершить выполнение к 07 сентября 2012 года.,Административно-хозяйственный отдел,Ответственным за контролем над исполнением вышеизложенных задач назначить специалиста первой категории административно-хозяйственного отдела Кравцову И.Е.,2012-09-06,специалист первый категория административно-хозяйственный отдел,кравцов и.е.,2017-10-18,
1213,270,Task5,Обеспечить доступ представителей компаний-партнеров в производственные помещения в рамках проекта. Определить срок исполнения задачи вплоть до 05.05.19.,Административно-хозяйственный отдел,Ответственность за исполнение распоряжения возложить на руководителя Административно-хозяйственного отдела С.С.Галкина,2019-05-04,руководитель административно-хозяйственный отдел,галкин c.c.,2017-10-18,
1214,270,Task6,Закупить новые настольные лампы для офисных кабинетов. Выполнить данное поручение до 14.07.17.,Административно-хозяйственный отдел,Ответственность за исполнение распоряжения возложить на руководителя Административно-хозяйственного отдела С.С.Галкина,2017-07-13,руководитель административно-хозяйственный отдел,галкин c.c.,2017-10-18,
1215,271,Task1,Добавить дополнительных механизм авторизации пользователей в системе. Привести вышеизложенное поручение в исполнение к 04 янв 20.,Отдел разработки систем,Ответственность за исполнение распоряжения возложить на администратора баз данных Абашичева Алексея,2020-01-03,администратор база данные,абашичев а.,2014-11-10,
1216,272,Task1,Провести тестирование разработанного модуля. Выполнить данное поручение до 23 сен 18.,Отдел разработки систем,За контроль над исполнением распоряжения назначить ответственным специалиста первой категории отдела разработки пользовательских интерфейсов Никишина С.Е.,2018-09-22,специалист первый категория,никишин с.е.,2013-12-04,
1217,272,Task2,Добавить дополнительных механизм авторизации пользователей в системе. Выполнить данное поручение до 23 октября 2021 года.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить технического писателя Абалкина Зураба,2021-10-22,технический писатель,абалкин з.,2013-12-04,
1218,272,Task3,Разработать функцию чтения информации из базы данных. Выполнить данное поручение до 22.08.2012.,Отдел разработки систем,За контроль над исполнением распоряжения назначить ответственным технического писателя Абалкина Зураба,2012-08-21,технический писатель,абалкин з.,2013-12-04,
1219,272,Task4,Провести анализ накопленного технического долга и определить приоритеты исправления замечаний. Дата окончания: 21 апр 16.,Отдел разработки систем,Ответственным за контролем над исполнением вышеизложенных задач назначить технического писателя Абалкина Зураба,2016-04-20,технический писатель,абалкин з.,2013-12-04,
1220,272,Task5,"Скорректировать функцию чтения конфигурационного файла, с учетом изменений в формате json. Определить срок исполнения задачи вплоть до 26.08.16.",Отдел разработки систем,Контроль над исполнением распоряжения оставить за руководителем отдела разработки систем Департамента разработки Петровым В.М.,2016-08-25,руководитель отдел разработка система,петров в.м.,2013-12-04,
1221,272,Task6,"Скорректировать функцию чтения конфигурационного файла, с учетом изменений в формате json. Определить срок исполнения задачи вплоть до 12.04.12.",Отдел разработки систем,Контроль над выполнением приказа возложить на программиста Абашкина Ореста,2012-04-11,программист,абашкин о.,2013-12-04,
1222,272,Task7,Провести тестирование разработанного модуля. Привести вышеизложенное поручение в исполнение к 28 июля 2021 г..,Отдел разработки систем,Ответственным за исполнение настоящего приказа назначить специалиста третьей категории отдела разработки пользовательских интерфейсов Андреева С.Е.,2021-07-27,специалист третий категория,андреев с.е.,2013-12-04,
1223,273,Task1,Провести анализ появления проблемы утечки памяти при стресс-тестах системы. Привести вышеизложенное поручение в исполнение к 12.04.14.,Отдел архитектуры,Контроль над выполнением настоящего приказа возложить на архитектора программного обеспечения Абатурова Бориса,2014-04-11,архитектор программный обеспечение,абатуров б.,2018-11-22,
1224,273,Task2,Выполнить стресс-тестирование и системы и предоставить отчет. Срок выполнения поручения: 22 марта 20.,Отдел архитектуры,Контроль над выполнением приказа возложить на технического писателя Абакумова Глеба,2020-03-21,технический писатель,абакумов глеб,2018-11-22,
1225,273,Task3,Выполнить переход на высокопроизводительную СУБД. Привести вышеизложенное поручение в исполнение к 17 июня 20.,Отдел архитектуры,Контроль над выполнением настоящего приказа возложить на архитектора программного обеспечения Абакова Алексея,2020-06-16,архитектор программный обеспечение,абаков а.,2018-11-22,
1226,273,Task4,Уменьшить время отклика запроса к базе данных на 20%. Дата окончания: 07 августа 12.,Отдел архитектуры,Контроль над выполнением настоящего приказа возложить на специалиста второй категории отдела архитектуры Симонова Н.С.,2012-08-06,специалист второй категория отдел архитектура,симонов н.с.,2018-11-22,
1227,273,Task5,Провести анализ API партнерского оборудования и реализовать его поддержку в системе. Дата окончания: 05 июня 2022 года.,Отдел архитектуры,За контроль и выполнение назначить ответственным архитектора программного обеспечения Абакова Алексея,2022-06-04,архитектор программный обеспечение,абаков а.,2018-11-22,
1228,273,Task6,"Осуществить переход на новую аппаратную платформу для сокращения рисков, связанных с ограничениями в производительности системы. Дата окончания: 13.12.2012.",Отдел архитектуры,Обеспечение выполнения возложить на технического писателя Абакумова Глеба,2012-12-12,технический писатель,абакумов глеб,2018-11-22,
1229,274,Task2,Провести анализ поставщиков для замены вышедшего из строя оборудования. Дата окончания: 12.02.21.,Служба ИТ,Контроль над исполнением распоряжения оставить за специалистом второй категории Службы ИТ Никитиной Ириной Петровной,2021-02-11,специалист второй категория служба ит,никитина и.п.,2019-07-04,
1230,275,Task1,Подготовить балансовый отчет за период. Установить срок выполнения задачи до 27 апреля 2017 года.,Бухгалтерия,Контроль над выполнением приказа возложить на специалиста второй категории бухгалтерии Смирнову О.А.,2017-04-26,специалист второй категория бухгалтерия,смирнов о.а.,2022-06-07,
1231,275,Task2,Выделить средства на проведение обучения. Сроком окончания работ определить 10 июня 16.,Бухгалтерия,Контроль над выполнением настоящего приказа возложить на специалиста второй категории бухгалтерии Смирнову О.А.,2016-06-09,специалист второй категория бухгалтерия,смирнов о.а.,2022-06-07,
1232,275,Task3,Подготовить финансовую отчетность. Установить срок выполнения задачи до 22 марта 2012 года.,Бухгалтерия,Обеспечение выполнения возложить на специалиста первой категории бухгалтерии Миронову Т.П.,2012-03-21,специалист первый категория бухгалтерия,миронов т.п.,2022-06-07,
1233,275,Task4,Предоставить сотрудникам справки 2-НДФЛ. Выполнить данное поручение до 25 ноября 21.,Бухгалтерия,Контроль над выполнением приказа возложить на специалиста первой категории бухгалтерии Миронову Т.П.,2021-11-24,специалист первый категория бухгалтерия,миронов т.п,2022-06-07,
1234,275,Task5,Устранить полученные замечания налоговой службы. Срок завершения: 24 марта 2012 года.,Бухгалтерия,За контроль и выполнение назначить ответственным специалиста первой категории бухгалтерии Миронову Т.П.,2012-03-23,первый категория бухгалтерия,миронов т.п.,2022-06-07,
